Producto;DescripciÃ³n;Fabricante;Costo;Stock Total
3RW44271BC45;Arrancadores suaves SIRIUS Valores con 500 V, 40 °C Estándar: 93 A, 55 kW Contacto común a 3: 161 A, 110 kW 400-600 V AC, 230 V AC bornes de tornillo !!! Producto a extinguir  El sucesor es;39;1284.4;0.0
3RW44366BC44;Arrancadores suaves SIRIUS Valores con 400 V, 40 °C Estándar: 162 A, 90 kW Contacto común a 3: 281 A, 160 kW 200-460 V AC, 230 V AC bornes de tornillo !!! Producto a extinguir  El sucesor es;39;1250.0;0.0
3RW44366BC45;Arrancadores suaves SIRIUS Valores con 500 V, 40 °C Estándar: 162 A, 110 kW Contacto común a 3: 281 A, 200 kW 400-600 V AC, 230 V AC bornes de tornillo !!! Producto a extinguir  El sucesor es;39;2149.55;0.0
3RW44366BC45-1;Arrancadores suaves SIRIUS Valores con 500 V, 40 °C Estándar: 162 A, 110 kW Contacto común a 3: 281 A, 200 kW 400-600 V AC, 230 V AC bornes de tornillo !!! Producto a extinguir  El sucesor es;39;0.0;0.0
3RW44466BC45;Arrancadores suaves SIRIUS Valores con 500 V, 40 °C Estándar: 356 A, 250 kW Contacto común a 3: 617 A, 450 kW 400-600 V AC, 230 V AC bornes de tornillo !!! Producto a extinguir  El sucesor es;39;3604.9;0.0
3RW44466BC45-TAB;Arrancadores suaves SIRIUS Valores con 500 V, 40 °C Estándar: 356 A, 250 kW Contacto común a 3: 617 A, 450 kW 400-600 V AC, 230 V AC bornes de tornillo !!! Producto a extinguir  El sucesor es;39;0.0;0.0
3RW44536B045;Arrancadores suaves SIRIUS Valores con 500 V, 40 °C Estándar: 551 A, 355 kW Contacto común a 3: 954 A, 630 kW 400-600 V AC, 230 V AC bornes de tornillo !!! Producto a extinguir  El sucesor es;39;5941.83;0.0
3RW52151TC15;Arrancadores suaves SIRIUS 200-600 V 25 A, 110-250 V AC bornes de tornillo entrada de termistor;39;522.99;0.0
3RW52161TC15;Arrancadores suaves SIRIUS 200-600 V 35 A, 110-250 V AC bornes de tornillo entrada de termistor;39;0.0;0.0
3RW52241TC15;Arrancadores suaves SIRIUS 200-600 V 47 A, 110-250 V AC bornes de tornillo entrada de termistor;39;739.997301;0.0
3RW52356TC15;SIRIUS SOFT STARTER 200-600V 143A 110-250V;39;0.0;0.0
3RW52366TC15;Arrancadores suaves SIRIUS 200-600 V 171 A, 110-250 V AC bornes de tornillo entrada de termistor;39;1562.5;0.0
3RW52436TC15;SOFT STARTER 210A AC 200-480V;39;1852.084404;0.0
3RW52446TC15;SOFT STARTER 200-600V 250A, 110-250V;39;0.0;0.0
3RW52466TC15;SOFT STARTER 370A 110V;39;3998.4;0.0
3RW5516-1HA15;Arrancadores suaves SIRIUS 200-600 V 32 A, 110-250 V AC bornes de tornillo;39;593.99;0.0
3RW55241HA16;Arrancadores suaves SIRIUS 200-690 V 47 A, 110-250 V AC bornes de tornillo;39;747.98;0.0
3RW55261HA16;Arrancadores suaves SIRIUS 200-690 V 77 A, 110-250 V AC bornes de tornillo;39;923.98;0.0
3RW55346HA16;Arrancadores suaves SIRIUS 200-690 V 113 A, 110-250 V AC bornes de tornillo;39;1143.97;0.0
3RW55356HA16;Arrancadores suaves SIRIUS 200-690 V 143 A, 110-250 V AC bornes de tornillo;39;1363.97;0.0
3RW55366HA16;Arrancadores suaves SIRIUS 200-690 V 171 A, 110-250 V AC bornes de tornillo;39;2977.14;0.0
3RW55436HA16;Arrancadores suaves SIRIUS 200-690 V 210 A, 110-250 V AC bornes de tornillo;39;1847.96;0.0
3RW55456HA16;Arrancadores suaves SIRIUS 200-690 V 315 A, 110-250 V AC bornes de tornillo;39;2551.94;0.0
3RW5546-6HA16;Arrancadores suaves SIRIUS 200-690 V 370 A, 110-250 V AC bornes de tornillo;39;2991.93;0.0
3RW55476HA16;Arrancadores suaves SIRIUS 200-690 V 470 A, 110-250 V AC bornes de tornillo;39;3519.92;0.0
3RW5900GL40;SPRING FLAP HM 3RW52;39;14.35;0.0
3RW59800HS00;MODULO HMI STANDAR;39;94.85;0.0
3SA88000AB11;PULSADOR DOBLE S / LAMPARA 230 V;39;6.64;0.0
3SA88100CB11;PULSADOR DOBLE S / LAMPARA 120 V;39;26.000124;0.0
3SA88100EB11;PULSADOR DOBLE C/LAMPARA 230V;39;30.185023;0.0
3SB14000A;ELEMENTO PLUS ADIC NA+NC;39;5.39;0.0
3SB30004AD01;MANETA 2 POSICIONES CON LLAVE;39;18.200033;0.0
3SB30004DD11;MANETA 3 POS METALICA CON LLAVE;39;18.85;0.0
3SB30012KA41;MANETA LUMINOSA 22MM;39;11.05;0.0
3SB3100BAC21;PULSADOR DOBLE SIN LUZ SB3;39;10.352041;0.0
3SB31018BC21;PULSADOR DOBLE CON LUZ;39;11.722601;0.0
3SB31018DC21;PULSADOR DOBLE RECTANGULAR;39;10.979835;0.0
3SB32010AA21;PULSADOR ROJO 1NA+1NC;39;7.870022;0.0
3SB32020AA11;PULSADOR NEGRO 1NA;39;10.138565;3.0
3SB32020AA21;PULSADOR ROJO 1NA;39;9.75;0.0
3SB32020AA41;PULSADOR VERDE 1NA;39;8.785406;0.0
3SB3202-0AA41;DUPLICADO PULSADOR VERDE 1NA (Bloqueado);39;7.2;0.0
3SB32022HA11;MANETA 2POSICIONES 1NA;39;10.040026;0.0
3SB32022KA11;MANETA 2 POSICIONES 1NA;39;14.29999;0.0
3SB32024AD11;MANETA 2 POSICIONES CON LLAVE;39;23.400136;0.0
3SB32030AA21;PULSADOR ROJO 1NC;39;9.484829;0.0
3SB3203-0AA21;DUPLICADO PULSADOR ROJO (Bloqueado);39;7.201475;0.0
3SB3203-1HA20;PULSADOR HONGO GIRATORIO 1NC;39;22.194233;0.0
3SB32046AA20;LAMPARA ROJO PEND;39;6.4;0.0
3SB32046AA40;LAMPARA ROJO CEPO DIRECTO;39;7.105715;0.0
3SB32102DA11;MANETA 3 POSICIONES 1NA+1NA;39;14.051101;0.0
3SB32102EA11;MANETA 3 POSICIONES S/ENCLAV;39;18.200686;0.0
3SB32446AA20;LAMPARA SEÑALIZACION ROJO LED 24 AC/DC;39;11.31;1.0
3SB32446AA30;LAMPARA SEÑALIZACION AMARILLO LED 24 AC/DC;39;13.65;0.0
3SB32446AA40;LAMPARA SEÑALIZACION VERDE LED 24 AC/DC;39;11.26273;0.0
3SB32446AA60;LAMPARA SEÑALIZACION BLANCO LED 24 AC/DC;39;21.0;0.0
3SB32450AA41;PULSADOR LUMINOSO VERDE LED 24 VDC 1NA;39;17.55;3.0
3SB32460AA21;PULSADOR LUMINOSO ROJO LED 24 VDC 1NC;39;17.55;0.0
3SB32486AA20;LAMPARA SEÑALIZACION ROJA LED 120V;39;15.479508;6.0
3SB32486AA30;LAMPARA SEÑALIZACION AMARILLA LED 110V;39;12.870095;0.0
3SB32486AA40;LAMPARA SEÑALIZACION VERDE LED 120V;39;15.599999;1.0
3SB32500AA21;PULSADOR LUMINOSO ROJO LED 110V 1NC;39;18.111699;1.0
3SB32526AA20;LAMPARA SEÑALIZACION ROJO LED 230V;39;15.599999;8.0
3SB32526AA30;LAMPARA SEÑALIZACION AMARILLO LED 230 V;39;15.505174;5.0
3SB32526AA40;LAMPARA SEÑALIZACION VERDE LED 230V;39;15.599883;1.0
3SB32526AA60;LAMPARA SEÑALIZACION BLANCO LED 230V;39;10.40708;0.0
3SB32530AA41;PULSADOR LUMINOSO VERDE LED 230V 1NA;39;18.6;1.0
3SB32540AA21;PULSADOR LUMINOSO ROJO LED 230V 1NC;39;18.308334;2.0
3SB32570AA41;PULSADOR LUMINOSO VERDE LED 110V 1NA;39;18.836735;0.0
3SB34000A;ELEMENTO DE CONTACTO 1NA+1NC;39;6.64941;4.0
3SB34000B;LUZ PILOTO ROJO 24V AC/DC EBC;39;5.35;0.0
3SB34000C;ELEMENTO DE CONTACTO 1NC;39;4.04664;2.0
3SB34000D;ELEMENTO DE CONTACTO 2NA;39;6.574011;0.0
3SB34000E;LUZ PILOTO VERDE 24V AC/DC MARCA EBC;39;5.35;0.0
3SB34001D;PORTALAMPARA 24V AC/DC;39;0.0;0.0
3SB34001PE;LED 24V AC ROJO;39;6.500091;0.0
3SB34001QA;LED 110V AC AMARILLO;39;6.769886;0.0
3SB34001QB;LED 110V AC ROJO;39;6.779297;0.0
3SB34001QC;LED 110V AC VERDE;39;9.741515;6.0
3SB3400-1QE;LED 110V AC BLANCO;39;7.945872;0.0
3SB34001RB;LED 230V AC ROJO;39;6.500091;2.0
3SB34001RC;LED 230V AC VERDE;39;10.862084;6.0
3SB3400-1RE;LED 230V AC BLANCO;39;8.449958;0.0
3SB35004DD11;ELEMENTIO ACCIONAMIETNOP REDONDO;39;20.479989;0.0
3SB36020AA41;PULSADOR PLANO VERDE;39;10.39996;0.0
3SB36030AA21;PULSADOR METALICO ROJO 1NC;39;5.219975;0.0
3SB36526BA20;LAMPARA SEÑALIZACION METAL ROJA LED 230V;39;9.789952;0.0
3SB36540AA21;PULSADOR LUMINOSO MET. ROJO LED 230V 1NC;39;12.019942;0.0
3SB36570AA31;PULSADOR LUMINOSO MET. AMARILLO LED 110V 1NA;39;17.437479;0.0
3SB36570AA41;PULSADOR LUMINOSO VERDE LED 110V 1NA METAL;39;0.0;0.0
3SB3801-0AA;DUPLICADO CAJA MANDO 1 PTO :: (Bloqueado);39;8.8;0.0
3SB38010AA3;CAJA MANDO 1 POSICION 22MM;39;10.482688;0.0
3SB38020AA;DUPLICADO CAJA PLASTICA 2 POSI VACIA ::(Bloqueado);39;10.0;0.0
3SB38020AA3;CAJA MANDO 2 POSICIONES 22MM;39;11.946424;2.0
3SB38030AA;DUPLICADO CAJA PLASTICA 2 POSI:: (Bloqueado);39;14.000033;0.0
3SB38030AA3;CAJA MANDO 3 POSICIONES 22MM;39;13.91;0.0
3SB38040AA3;CAJA MANDO 4 POSICIONES 22MM;39;17.35;0.0
3SB3901-0AB;SOPORTE P/3 ELEMENTOS PULS./MANETA;39;0.979979;8.0
3SB39010AC;SOPORTE P/3 ELEMENTOS C/PLACAS PULSADORAS;39;0.35;0.0
3SB39210AH;PROTECTOR PARA PULSADOR;39;2.5;0.0
3SB39210AQ;PROTECTOR PARA PULSADOR;39;2.99;4.0
3SE0000AH00;CABEZA DE ACONDICIONAMIENTO FIN DE CARRERA PALANCA;39;14.19987;0.0
3SE29020AA20;PULSADOR DE PIE, UN PEDAL, ENT;39;124.8;3.0
3SE29020AB20;PULSADOR DE PIE, UN PEDAL, ENT;39;0.0;0.0
3SE3100-1E;FIN/ CARRERA RODILLO;39;18.4;0.0
3SE3120-1E;FIN DE CARRERA C/PALANCA;39;27.2;0.0
3SE31201U;FIN/ CARRERA RODILLO;39;35.2;0.0
3SE50000AA01;palanca de rodillo para interruptor de posición 3SE51 Palanca metálica forma A 27 mm de longitud, Escalón 9 mm con rodillo de plástico de 19 mm según DIN EN 50041;39;4.29;2.0
3SE50000AA50;Palanca metálica de longitud palanca de rodillo para interruptores de posición 3SE51/52 ajustable de 100 mm de longitud rodillo de plástico de 19 mm;39;8.83;2.0
3SE50000AC02;REPUESTO FIN DE CARRERA CABEZA REDONDA;39;14.14;0.0
3SE50000AD02;cabeza de accionamiento para interruptores de posición 3SE51/52 vástago de rodillo, Forma C, con Rodillo de acero inoxidable 13 mm según EN 50041, con 3 mm de sobrecarrera;39;26.474;3.0
3SE50000AE01;cabeza de accionamiento para interruptor de posición 3SE51 palanca de rodillo palanca metálica y rodillo de plástico 22 mm;39;19.231786;11.0
3SE50000AF01;cabeza de accionamiento para interruptores de posición 3SE51/52 rodillo y palanca acodada Palanca metálica con rodillo de plástico 22 mm;39;18.93;2.0
3SE50000AH00;cabeza de palanca de rodillo (pedir la palanca por separado) para interruptores de posición 3SE51/3SF11,para 40/56/56XL mm, Puntos de conmutación según EN 50041. La dirección de conmutación de;39;20.0;1.0
3SE50000AR01;Cabeza de accionamiento: varilla elástica para interruptores de posición 3SE51/52, solo con contactos de acción brusca, longitud total 142,5 mm resorte = 50 mm, vástago = 50 mm, de plástico;39;18.71;1.0
3SE5000-0AT01;REP FIN CARRERA BASTAGO RIGIDO REGULABLE;39;17.39823;0.0
3SE51120CA00;CAJA BASICA METALICA 40MM;39;33.31;8.0
3SE51220CA00;CAJA BASICA METALICA 56MM;39;33.53;5.0
3SE52500LC05;interruptor de posición caja de plástico sin caja 30 mm 1NA/2NC contactos de acción brusca vástago metálico, IP10;39;16.9;0.0
3SK1111-1AB30;SIRIUS RELE VIGILANCIA 24V AC/DC;39;382.85;1.0
3SU10000AB400AA0;pulsador, 22 mm, redondo, plástico, verde, botón, rasante contacto momentáneo;39;0.0;0.0
3SU10001HF200AA0;Pulsador de seta de parada de emergencia, 22 mm, redondo, plástico, rojo, 40 mm, con cerradura RONIS, N.º de cerradura SB30, enclavamiento positivo, según EN ISO 13850 desenclavamiento por llave;39;29.0;0.0
3SU10002AS600AA0;selector, 22 mm, redondo, plástico, blanco, botón giratorio, 4 posiciones I-II-III-IV, sostenido, ángulo de conmutación 4x90°, 3h/6h/9h/12h;39;11.22;0.0
3SU10002AS600AA0+BA1;selector, 22 mm, redondo, plástico, blanco, botón giratorio, 4 posiciones I-II-III-IV, sostenido, ángulo de conmutación 4x90°, 3h/6h/9h/12h;39;0.0;0.0
3SU10002AS600AA0+BA2;SELECTOR DE 3 POSICIONES, 3 CONTACTOS NA;39;0.0;0.0
3SU10013AB420AK0;pulsadores dobles iluminado, 22 mm, redondo, plástico, verde: I, rojo: O, pulsadores, rasante;39;9.389652;22.0
3SU10022BF100AA0;Selector iluminable, 22 mm, redondo, plástico, negro, muletilla corta, 2 posiciones O-I, sostenido, ángulo de maniobra 90°, 10:30h/13:30 h;39;14.178378;11.0
3SU11000AB101BA0;pulsador, 22 mm, redondo, plástico, negro, botón, rasante, momentáneo, con soporte, 1 NA, borne de tornillo;39;10.862013;3.0
3SU11000AB201BA0;pulsador, 22 mm, redondo, plástico, rojo, botón, rasante, momentáneo, con soporte 1 NA, borne de tornillo;39;8.22;0.0
3SU11000AB201CA0;pulsador, 22 mm, redondo, plástico, rojo, botón, rasante, momentáneo, con soporte 1NC, borne de tornillo;39;11.159466;19.0
3SU11000AB4/2/1;Pulsadores plásticos de botón redondos rasantes y momentáneos, 22 mm, 10 rojos, 10 verdes, 10 negros, con soporte 1 NA 1NC;39;0.0;0.0
3SU11000AB401BA0;pulsador, 22 mm, redondo, plástico, verde, botón, rasante, momentáneo, con soporte 1 NA, borne de tornillo;39;11.162186;29.0
3SU11001HB201CG0;Pulsador de seta de parada de emergencia, 22 mm, redondo, plástico, rojo, 40 mm, enclavamiento positivo, según EN ISO 13850 desenclavamiento por giro, con placa de fondo amarilla, inscripción:;39;31.390003;11.0
3SU11001HB201CH0;Pulsador de seta de PARADA DE EMERGENCIA, 22 mm, redondo, plástico, rojo, 40 mm, enclavamiento positivo, según EN ISO 13850, desenclavamiento por giro, con placa de fondo amarilla, rotulación:;39;37.7;8.0
3SU11002BF601BA0;selector, iluminable, 22 mm, redondo, plástico, blanco, selector, corto, 2 posiciones O-I, sostenido, 10:30h/13:30 h, con soporte, 1 NA, borne de tornillo;39;15.647711;13.0
3SU11002BL601NA0;selector, iluminable, 22 mm, redondo, plástico, blanco, selector, corto, 3 posiciones I-O-II, sostenido, 10:30h/12h/13:30 h, con soporte, 1 NA, 1 NA, borne de tornillo;39;19.7;0.0
3SU11004BF111BA0;Interruptor de llave RONIS, 22 mm, redondo, plástico, N.º de cerradura SB30, con 2 llaves, 2 posiciones O-I, sostenido, 10:30h/13:30 h, Extracción de llave O+I, con soporte, 1 NA, bornes de;39;27.86;4.0
3SU11020AB201CA0;pulsador luminoso, 22 mm, redondo, plástico, rojo, botón, rasante, momentáneo, con soporte, 1NC, módulo de LED con LED intgr. 24 V AC/DC, borne de tornillo;39;19.17;5.0
3SU11020AB401BA0;pulsador luminoso, 22 mm, redondo, plástico, verde, botón, rasante, momentáneo, con soporte, 1 NA, módulo de LED con LED intgr. 24 V AC/DC, borne de tornillo;39;19.7565;0.0
3SU11026AA201AA0;lámpara de señalización, 22 mm, redondo, plástico, rojo, lente, liso, con soporte, Módulo LED, CON LED INTGR. 24 V AC/DC, borne de tornillo;39;12.86;8.0
3SU11026AA301AA0;lámpara de señalización, 22 mm, redondo, plástico, amarillo, lente, liso, con soporte, Módulo LED, CON LED INTGR. 24 V AC/DC, borne de tornillo;39;12.86;0.0
3SU11026AA401AA0;lámpara de señalización, 22 mm, redondo, plástico, verde, lente, liso, con soporte, Módulo LED, CON LED INTGR. 24 V AC/DC, borne de tornillo;39;12.86;8.0
3SU11030AB201CA0;pulsador luminoso, 22 mm, redondo, plástico, rojo, botón, rasante, momentáneo, con soporte, 1NC, módulo de LED con LED intgr. 110 V AC, borne de tornillo;39;23.52;0.0
3SU11030AB401BA0;pulsador luminoso, 22 mm, redondo, plástico, verde, botón, rasante, momentáneo, con soporte, 1 NA, módulo de LED con LED intgr. 110 V AC, borne de tornillo;39;23.52;0.0
3SU11036AA201AA0;lámpara de señalización, 22 mm, redondo, plástico, rojo, lente, liso, con soporte, módulo de LED con LED intgr. 110 V AC, borne de tornillo;39;17.081119;1.0
3SU11036AA301AA0;LAMPARA SEÑALIZACION AMARILLO LED 110V;39;0.0;0.0
3SU11036-AA301AA0;lámpara de señalización, 22 mm, redondo, plástico, amarillo, lente, liso, con soporte, módulo de LED con LED intgr. 110 V AC, borne de tornillo;39;17.21;1.0
3SU11036AA401AA0;lámpara de señalización, 22 mm, redondo, plástico, verde, lente, liso, con soporte, módulo de LED con LED intgr. 110 V AC, borne de tornillo;39;17.21;2.0
3SU11060AB201CA0;pulsador luminoso, 22 mm, redondo, plástico, rojo, botón, rasante, momentáneo, con soporte, 1NC, módulo de LED con LED intgr. 230 V AC, borne de tornillo;39;23.198684;7.0
3SU11060AB301BA0;pulsador luminoso, 22 mm, redondo, plástico, amarillo, botón, rasante, momentáneo, con soporte, 1 NA, módulo de LED con LED intgr. 230 V AC, borne de tornillo;39;23.329949;0.0
3SU11060AB401BA0;pulsador luminoso, 22 mm, redondo, plástico, verde, botón, rasante, momentáneo, con soporte, 1 NA, módulo de LED con LED intgr. 230 V AC, borne de tornillo;39;23.52;7.0
3SU11066AA201AA0;lámpara de señalización, 22 mm, redondo, plástico, rojo, lente, liso, con soporte, Módulo LED, con LED intgr. 230 V AC, borne de tornillo;39;17.21;5.0
3SU11066AA301AA0;lámpara de señalización, 22 mm, redondo, plástico, amarillo, lente, liso, con soporte, Módulo LED, con LED intgr. 230 V AC, borne de tornillo;39;17.21;3.0
3SU11066AA401AA0;lámpara de señalización, 22 mm, redondo, plástico, verde, lente, liso, con soporte, Módulo LED, con LED intgr. 230 V AC, borne de tornillo;39;17.203701;8.0
3SU12002PS101AA0;potenciómetro, compacto, 22 mm, redondo, plástico, negro, 10k Ohm, con soporte, borne de tornillo;39;58.5;0.0
3SU14001AA101BA0;módulo de contactos con 1 contacto, 1 NA, bornes de tornillo, para fijación en placa frontal, pedido mínimo 5 ud. o un múltiplo;39;4.040474;57.0
3SU14001AA101CA0;módulo de contactos con 1 contacto, 1NC, bornes de tornillo, para fijación en placa frontal, pedido mínimo 5 ud. o un múltiplo;39;4.039942;39.0
3SU14011BB201AA0;Módulo de LED con LED integr. 24 V AC/DC, rojo, bornes de tornillo, para fijación en placa frontal, pedido mínimo 5 ud. o un múltiplo;39;10.4;9.0
3SU14011BB601AA0;Módulo de LED con LED integr. 24 V AC/DC, blanco, bornes de tornillo, para fijación en placa frontal, pedido mínimo 5 ud. o un múltiplo;39;6.070236;3.0
3SU14011BF201AA0;módulo de LED con LED intgr. 230 V AC, rojo, bornes de tornillo, para fijación en placa frontal;39;18.85;5.0
3SU14011BF601AA0;módulo de LED con LED intgr. 230 V AC, blanco, bornes de tornillo, para fijación en placa frontal;39;10.888975;11.0
3SU14011BH201AA0;módulo de LED con LED integrado, AC/DC 24-240 V, rojo, bornes de tornillo, para fijación en placa frontal;39;11.759682;0.0
3SU14011BH401AA0;módulo de LED con LED integrado, AC/DC 24-240 V, verde, bornes de tornillo, para fijación en placa frontal;39;13.21;5.0
3SU150000BA100AA0;soporte, cuádruple, plástico, para selector con 4 posiciones de maniobra y para manipulador;39;0.0;0.0
3SU15000AA100AA0;soporte, triple, plástico, pedido mínimo 5 ud. o un múltiplo;39;1.939937;18.0
3SU15000BA100AA0;soporte, cuádruple, plástico, para selector con 4 posiciones de maniobra y para manipulador;39;1.98;0.0
3SU18010AA000AB1;caja para aparatos de mando, 22 mm, circular, caja de plástico, semicaja superior de color gris, 1 punto de mando de plástico, rebaje para plaquita de inscripción, sin equipamiento;39;9.355459;14.0
3SU18020AA000AB1;caja para aparatos de mando, 22 mm, redondo, caja de plástico, Parte superior de la caja de color gris, 2 puntos de mando de plástico, rebaje para plaquitas de inscripción, sin equipamiento;39;11.699987;0.0
3SU18030AA000AB1;caja para aparatos de mando, 22 mm, redondo, caja de plástico, Parte superior de la caja de color gris, 3 puntos de mando de plástico, rebaje para plaquitas de inscripción, sin equipamiento;39;13.73;0.0
3SU18040AA000AB1;caja para aparatos de mando, 22 mm, redondo, caja de plástico, Parte superior de la caja de color gris, 4 puntos de mando de plástico, rebaje para plaquitas de inscripción, sin equipamiento;39;17.247773;9.0
3SU18060AA000AB1;caja para aparatos de mando, 22 mm, redondo, caja de plástico, Parte superior de la caja de color gris, 6 puntos de mando de plástico, rebaje para plaquitas de inscripción, sin equipamiento;39;21.91;2.0
3TF55220AN1;CONTACTOR TF 300A 230V;39;521.98;0.0
3TX05100Y;CAJA METAL P/ CQD;39;0.0;0.0
3TX70041LB00;ELEMENTO DE ACOPLE 24V AC/DC 1C;39;9.929986;0.0
3TY74400A;CONTAC PRINCI 3TF46;39;29.669912;0.0
3TY74600A;CONTAC PRINCI 3TF46;39;36.193878;0.0
3TY74800A;CONTAC PRINCI 3TF48;39;55.25;0.0
3TY75430AG1;BOBINA PARA CONTACTOR 3TF54 120V;39;45.5;0.0
3UG45011AW30;relé de vigilancia analógico vigilancia de nivel vigilancia de parada de 2 a 200 kOhm Rebase por exceso y rebase por defecto AC/DC 24 hasta 240 V DC y AC 50 a 60Hz Regulación de 2 puntos o de 1;39;81.446136;7.0
3UG4501-3UXA;RELE CONTROL NIVEL+ELECTRODOS;39;0.0;0.0
3UG45131BR20;relé de vigilancia analógico 690 V AC 50 a 60Hz;39;151.45;0.0
3UG46151CR20;RELE DIGITAL DE VIGILANCIA, 3F;39;219.7;0.0
3UG46331A30;SENSOR DE VOLTAJE MONOFASICO;39;78.000057;0.0
3UG46331AL30;Relé de vigilancia digital vigilancia de tensión, 22,5 mm de 17-275 V AC/DC Rebase por exceso y rebase por defecto autoalimentado retardo de picos perturbadores 0,1 a 20 s Histéresis 0,1 a 150 V;39;102.498692;2.0
3UGS5300;SWITCH FLOTADOR 1 NO + 1 NC;39;0.0;0.0
3UX00020AA02;ELECTRODO P/SUPERVISION NIVEL;39;8.523045;9.0
3VA21165HL360AA0;INTERRUPTOR 3VA 63-160 AMP;39;455.28;0.0
3VA22165MN320AA0;interruptor automático 3VA2 IEC Frame 250 clase de poder de corte M Icu=55 kA a 415 V de 3 polos, protección de motor ETU350M, LSI, In=160 A protección contra sobrecarga Ir=63 A...160 A;39;310.05;0.0
3VA2216-5MN32-0AA0;Interruptor automático 3VA2 IEC Frame 250 Clase depoder de corte M Icu=55kA @ 415V 3 polos;39;0.0;0.0
3VA2225-5HL32-0AA0;BREAKER 3VA2 IEC 415V 3-P, 100-250A;39;0.0;0.0
3VA23255MN320AA0;GUARDAMOTOR 100-250A;39;0.0;0.0
3VA24636HN320AA0;INTERRUPTOR 3VA2 IEC 250-630 AMP;39;0.0;0.0
3VA6225-6KP31-0AA0;Interruptor automático 3VA6 UL bastidor 250 Clase de poder de corte H 65 kA @ 480V 3 polos;39;0.0;0.0
3VA96030JJ43;"""borne para conductor redondo TA4.3 4 x 120…240 mm² para 4 cables, 3 unidades accesorios para: 3VA15; 3VA25""";39;109.48;1.0
3VA96870FK21;MANDO GIRATORIO PARA MONTAJE EN PUERTA, PARA 3VA15/25/26;39;0.0;0.0
3VL17161DAB330AA0;INTERRUPTOR VL160X 160A 3P 415V;39;268.86;0.0
3VL2716-1AP33-0AA0;INTERRUPTOR AUTOMATICO VL 160N, 64-160A;39;300.0;0.0
3VL27161DC330AA0;INTERRUPTOR AUTOMATICO VL 125-160A;39;377.648967;0.0
3VL27161SP330AA0;GUARDAMOTOR 64-160A;39;500.0;0.0
3VL47311DC360AA0;INTERRUPTOR AUTOMATICO 250- 315A;39;614.249011;0.0
3VL47401DC360AA0;INTERRUPTOR AUTOMATICO VL 400N, 320-400A;39;552.504425;0.0
3VL77122AE360AA0;INTERRUPTOR AUTOMATICO VL 1250 H, 500-1250 A;39;2212.504425;0.0
3VM12255EE320AA0;INTERRUPTOR AUTOMATICO 3VM1 IEC FRAME 250 CLASE DE PODER DE CORTE M ICU=55KA A 415V 3 POLOS PROTECCION DE DISTRIBUCIONES;39;332.66;0.0
3VM92130JC22;BORNE PARA 3VM 250 2C KIT 4AWG-300KCMIL/25-150 MM;39;49.6;0.0
3VT17082DC360AA0;INTERRUPTOR AUTOMATICO 63 - 80A;39;326.55;0.0
3VT17122DC360AA0;INTERRUPTOR AUTOMATICO 100 - 125A;39;149.5;0.0
3VT17122DC36-125;BREAKER 125A 600V C/AUX;39;0.0;0.0
3VT17162DC360AA0;INTERRUPTOR 3VT1 125-160A;39;172.9;0.0
3VT17162DC36-150;BREAKER 150A 600V C/AUX;39;0.0;0.0
3VT17162DC36-175;BREAKER 175A 600V C/AUX;39;0.0;0.0
3VT27253AA360AA0;INTERRUPTOR 3VT2+100-250A;39;114.582107;0.0
3VT27253AA360AA0C;INTERRUPTOR 3VT2;39;0.0;0.0
3VT37633AA360AA0;3VT2 630A ICU=65KA 415V 3P SIN ETU;39;377.92;0.0
3VT47103AA300AA0;Cicuit Breaker VT1000H;39;328.24893;0.0
3VT57163AA300AA0;INTERRUPTOR AUTOMATICO VT 1600;39;1825.318577;0.0
3VT91001SD00;ACCESORIO DE CONTACTO PARA INTERRRUPTOR 3VT;39;30.769469;0.0
3VT91001UD00;ACCESORIO DE CONTACTO PARA INTERRRUPTOR 3VT;39;28.5;0.0
3VT91002AB10;ACCESORIO DE CONTACTO PARA INTERRRUPTOR 3VT;39;5.993333;0.0
3VT92008CB30;TAPA P. CONEXIONES VT250 CORTOS 3P;39;8.934842;0.0
3VT92154TF30;BORNE VT250 CU/AL 2 COND 25-150QMM;39;7.989877;0.0
3VT92256AP00;ETU MP LI VT250 3P IR=100-250A OL;39;175.65742;0.0
3VT9300-1UE00;ACCESORIO DE BAJO VOLTAJE 3VT250;39;214.59;0.0
3VT93003HB20;ACCESORIO PARA INTERRRUPTOR 3VT630 S/PERILLA, C/CERRADURA;39;27.08004;1.0
3VT93008CB30;TAPA P CONEXIONES VT630 FRONTAL 3P;39;28.59;0.0
3VT93244TF30;BORNE VT630 CU/AL 2 COND 150-240QMM 3 UN;39;88.18;0.0
3VT93636AP00;DISPARADOR DE SOBREINTENSIDAD VT630. 250-630A;39;320.63;0.0
3VT94106AD00;Electronic Trip 400-1000a 3 pol;39;350.998858;0.0
3WA91110AE16;Bobina con retardo de tiempo 0.2-3.2 seg 208-240VAC / 220-250 VDC;39;0.0;0.0
3WA91110AF02;accesorios interruptor automático 3WA, accionamiento;39;655.1;0.0
40.0HP18RB-SIE;MOT. TRIFASICO 230/460V 40HP 1800RPM GP 100;39;1691.77193;0.0
40.HP18RB-SIE;MOTOR 40HP, 1800RPM, 230/460V, FRAME 324T;39;1266.02;0.0
4364852;BAL.P.J8126709;39;9.67101;0.0
